postcode,latitude,longitude
3801-vic,-12.4643506,130.842693
3802-vic,-37.970158,145.256394
3803-vic,-38.00775,145.2685
3804-vic,-37.966296,145.323744
3805-vic,-38.035412,145.303984
3806-vic,-38.027643,145.351143
3807-vic,-38.032852,145.38529
3808-vic,-37.994606,145.432118
3809-vic,-38.054287,145.411399
3810-vic,-38.0701,145.491292
3811-vic,-12.4643506,130.842693
3812-vic,-38.076559,145.566993
3813-vic,-38.053472,145.630197
3814-vic,-38.09705,145.655205
3815-vic,-38.08919,145.709921
3816-vic,-38.06656,145.787194
3817-vic,-37.9160806,145.017111
3818-vic,-38.159584,145.835746
3819-vic,-12.4643506,130.842693
3820-vic,-38.149862,145.929081
3821-vic,-38.161681,145.978025
3822-vic,-38.199955,145.999076
3823-vic,-38.234044,146.064618
3824-vic,-38.228969,146.167935
3825-vic,-38.053783,146.307066
3826-vic,-12.4643506,130.842693
3827-vic,-12.4643506,130.842693
3828-vic,-12.4643506,130.842693
3829-vic,-12.4643506,130.842693
3830-vic,-12.4643506,130.842693
3831-vic,-38.0168679,145.9537224
3832-vic,-37.933225,145.955288
3833-vic,-37.814783,146.186882
3834-vic,-12.4643506,130.842693
3835-vic,-38.30016,146.173198
3836-vic,-12.4643506,130.842693
3837-vic,-12.4643506,130.842693
3838-vic,-12.4643506,130.842693
3839-vic,-12.4643506,130.842693
3840-vic,-38.259308,146.407471
3841-vic,-12.4643506,130.842693
3842-vic,-38.316107,146.423614
3843-vic,-12.4643506,130.842693
3844-vic,-38.26743,146.598194
3845-vic,-12.4643506,130.842693
3846-vic,-12.4643506,130.842693
3847-vic,-38.30387,146.903252
3848-vic,-12.4643506,130.842693
3849-vic,-12.4643506,130.842693
3850-vic,-38.104656,147.05627
3851-vic,-38.179667,147.148913
3852-vic,-38.102841,147.135976
3853-vic,-12.4643506,130.842693
3854-vic,-38.107492,146.609927
3855-vic,-12.4643506,130.842693
3856-vic,-38.021669,146.568332
3857-vic,-38.055481,146.72994
3858-vic,-37.551321,146.799392
3859-vic,-37.936603,146.895838
3860-vic,-37.797153,146.946101
3861-vic,-12.4643506,130.842693
3862-vic,-37.576642,147.431936
3863-vic,-12.4643506,130.842693
3864-vic,-37.72669,147.302712
3865-vic,-37.801201,147.449147
3866-vic,-12.4643506,130.842693
3867-vic,-12.4643506,130.842693
3868-vic,-12.4643506,130.842693
3869-vic,-38.354741,146.342009
3870-vic,-38.418035,146.395773
3871-vic,-38.431239,146.184632
3872-vic,-12.4643506,130.842693
3873-vic,-38.288543,146.73646
3874-vic,-38.525967,146.894775
3875-vic,-37.853569,147.545627
3876-vic,-12.4643506,130.842693
3877-vic,-12.4643506,130.842693
3878-vic,-37.890138,147.688845
3879-vic,-12.4643506,130.842693
3880-vic,-37.998206,147.640274
3881-vic,-12.4643506,130.842693
3882-vic,-37.811153,147.750172
3883-vic,-12.4643506,130.842693
3884-vic,-12.4643506,130.842693
3885-vic,-37.179401,148.068933
3886-vic,-37.767788,148.428062
3887-vic,-37.735652,148.039474
3888-vic,-37.351089,148.557957
3889-vic,-37.505248,149.111072
3890-vic,-37.567108,149.153578
3891-vic,-37.542268,149.562854
3892-vic,-37.547963,149.744832
3893-vic,-37.557551,147.852177
3894-vic,-36.9725304,144.2581832
3895-vic,-37.460176,147.88232
3896-vic,-37.20009,147.742381
3897-vic,-12.4643506,130.842693
3898-vic,-37.108999,147.558423
3899-vic,-12.4643506,130.842693
3900-vic,-36.881539,147.622606
3901-vic,-12.4643506,130.842693
3902-vic,-37.81617,147.811456
3903-vic,-37.81341,147.869378
3904-vic,-37.863774,147.841993
3905-vic,-12.4643506,130.842693
3906-vic,-37.8011652,144.8970254
3907-vic,-12.4643506,130.842693
3908-vic,-12.4643506,130.842693
3909-vic,-37.843672,147.960015
3910-vic,-38.154571,145.197427
3911-vic,-38.195355,145.172878
3912-vic,-38.215464,145.222539
3913-vic,-38.263711,145.187138
3914-vic,-12.4643506,130.842693
3915-vic,-38.297935,145.131645
3916-vic,-37.87566485,145.0478117630234
3917-vic,-12.4643506,130.842693
3918-vic,-38.337437,145.177868
3919-vic,-38.352354,145.202887
3920-vic,-38.381071,145.19822
3921-vic,-38.350014,145.364899
3922-vic,-38.485927,145.210306
3923-vic,-38.490093,145.294101
3924-vic,-12.4643506,130.842693
3925-vic,-38.51627215,145.344040075
3926-vic,-38.353676,145.11334
3927-vic,-38.392324,145.17261
3928-vic,-38.400321,144.96658
3929-vic,-38.458355,144.978276
3930-vic,-38.195076,145.092892
3931-vic,-38.230432,145.060281
3932-vic,-12.4643506,130.842693
3933-vic,-38.24703,145.118995
3934-vic,-38.275444,145.030734
3935-vic,-12.4643506,130.842693
3936-vic,-38.335856,144.999117
3937-vic,-38.388188,145.03582
3938-vic,-38.35997,144.93383
3939-vic,-38.421521,144.892734
3940-vic,-38.373721,144.875529
3941-vic,-38.386921,144.819609
3942-vic,-38.368731,144.772272
3943-vic,-38.344718,144.742064
3944-vic,-38.322783,144.700397
3945-vic,-38.38845,145.71278
3946-vic,-38.434699,145.735476
3947-vic,-12.4643506,130.842693
3948-vic,-12.4643506,130.842693
3949-vic,-12.4643506,130.842693
3950-vic,-38.40247,145.845478
3951-vic,-38.478146,145.772282
3952-vic,-12.4643506,130.842693
3953-vic,-38.476038450000004,145.94614293711885
3954-vic,-38.559807,145.952056
3955-vic,-12.4643506,130.842693
3956-vic,-38.698251,145.947156
3957-vic,-38.599502,146.121206
3958-vic,-38.662154,145.987333
3959-vic,-38.723968,146.078642
3960-vic,-38.67470974411765,146.20416993529412
3961-vic,-12.4643506,130.842693
3962-vic,-38.633921,146.334155
3963-vic,-12.4643506,130.842693
3964-vic,-38.682112,146.275633
3965-vic,-38.697408,146.459087
3966-vic,-38.573559,146.45298
3967-vic,-38.650435,146.527608
3968-vic,-12.4643506,130.842693
3969-vic,-12.4643506,130.842693
3970-vic,-12.4643506,130.842693
3971-vic,-38.566496,146.661781
3972-vic,-12.4643506,130.842693
3973-vic,-12.4643506,130.842693
3974-vic,-12.4643506,130.842693
3975-vic,-38.061991,145.253149
3976-vic,-38.038599,145.268601
3977-vic,-38.137571,145.291702
3978-vic,-38.135863,145.390679
3979-vic,-38.479549,145.617631
3980-vic,-38.202026,145.380271
3981-vic,-38.208936,145.585342
3982-vic,-12.4643506,130.842693
3983-vic,-12.4643506,130.842693
3984-vic,-38.331979,145.555573
3985-vic,-12.4643506,130.842693
3986-vic,-12.4643506,130.842693
3987-vic,-38.316755,145.660629
3988-vic,-38.314789,145.770191
3989-vic,-12.4643506,130.842693
3990-vic,-38.452218,145.524512
3991-vic,-38.489942,145.456164
3992-vic,-38.559131,145.5362
3993-vic,-12.4643506,130.842693
3994-vic,-12.4643506,130.842693
3995-vic,-38.571601,145.610853
3996-vic,-38.622418,145.718152
3997-vic,-12.4643506,130.842693
3998-vic,-12.4643506,130.842693
